"CountryCode","SeriesCode","Year","DESCRIPTION",
"CHE","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CHE","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CHE","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CHE","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CHE","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"CHE","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"CHE","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"CHL","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"CHL","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"CHL","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"CHL","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CHL","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CHL","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CHL","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CHL","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CHL","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CHL","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"CHL","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"CHL","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"CHL","HD.HCI.STNT","YR2017","Estimates based on data for 2017 from the Administrative data from the Ministry of Health (Departamento de Nutrición y Alimentos / DIPOL / SSP) - Chile, 2018. Obtained from the Resúmenes Estadísticos Mensuales (REM) REM P2 section A.",
"CHL","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2017 from the Administrative data from the Ministry of Health (Departamento de Nutrición y Alimentos / DIPOL / SSP) - Chile, 2018. Obtained from the Resúmenes Estadísticos Mensuales (REM) REM P2 section A.",
"CHL","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2017 from the Administrative data from the Ministry of Health (Departamento de Nutrición y Alimentos / DIPOL / SSP) - Chile, 2018. Obtained from the Resúmenes Estadísticos Mensuales (REM) REM P2 section A.",
"CHN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"CHN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"CHN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"CHN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CHN","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CHN","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CHN","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA/PIRLS (Extrapolated). For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CHN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA/PIRLS (Extrapolated). For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CHN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA/PIRLS (Extrapolated). For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CHN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"CHN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"CHN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"CHN","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"CIV","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"CIV","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"CIV","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"CIV","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition.",
"CIV","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition.",
"CIV","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition.",
"CIV","HD.HCI.HLOS","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CIV","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CIV","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CIV","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"CIV","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"CIV","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"CIV","HD.HCI.STNT","YR2017","Estimates based on data for 2016.",
"CMR","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"CMR","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"CMR","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"CMR","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CMR","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CMR","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CMR","HD.HCI.HLOS","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CMR","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CMR","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CMR","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"CMR","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"CMR","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"CMR","HD.HCI.STNT","YR2017","Estimates based on data for 2014.",
"CMR","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2014.",
"CMR","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2014.",
"COD","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"COD","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"COD","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"COD","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"COD","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"COD","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"COD","HD.HCI.HLOS","YR2017","Estimates based on data for 2012 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COD","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2012 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COD","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2012 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COD","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"COD","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"COD","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"COD","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"COD","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2013.",
"COD","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2013.",
"COG","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"COG","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"COG","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"COG","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition.",
"COG","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition.",
"COG","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition.",
"COG","HD.HCI.HLOS","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COG","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COG","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COG","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"COG","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"COG","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"COG","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"COL","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"COL","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"COL","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"COL","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"COL","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"COL","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"COL","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COL","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COL","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COL","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"COL","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"COL","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"COL","HD.HCI.STNT","YR2017","Estimates based on data for 2015 from the Encuesta Nacional de Situacion Nutricional en Colombia (ENSIN).",
"COL","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2015 from the Encuesta Nacional de Situacion Nutricional en Colombia (ENSIN).",
"COL","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2015 from the Encuesta Nacional de Situacion Nutricional en Colombia (ENSIN).",
"COM","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"COM","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"COM","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"COM","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"COM","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"COM","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"COM","HD.HCI.HLOS","YR2017","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COM","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COM","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"COM","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"COM","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"COM","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"COM","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"COM","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2012.",
"COM","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2012.",
"CRI","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"CRI","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"CRI","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"CRI","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CRI","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CRI","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"CRI","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CRI","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CRI","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"CRI","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
